Name;Gewicht ;Datum;Supermarkt;Verpackung;Kisten;Erzeuger;GGN;GLN;Haendler
Kopfsalat;457,3;10.10.2018;ALDI;Stueck;NA;NA;NA;NA;NA
Lollo Bionda;229,4;10.10.2018;ALDI;Stueck;NA;NA;NA;NA;NA
Lollo Bionda;164;10.10.2018;ALDI;Stueck;NA;NA;NA;NA;NA
Lollo Bionda;301,6;10.10.2018;REWE;Stueck;NA;NA;NA;NA;NA
Lollo Bionda;237;10.10.2018;REWE;Stueck;NA;NA;NA;NA;NA
Lollo Bionda;251,8;10.10.2018;REWE;Stueck;NA;NA;NA;NA;NA
Lauchzwiebeln;208,7;08.10.2018;Penny;Bund;8;NA;NA;NA;NA
Lauchzwiebeln;177,6;08.10.2018;Penny;Bund;8;NA;NA;NA;NA
Lauchzwiebeln;200,8;08.10.2018;Penny;Bund;8;NA;NA;NA;NA
Lauchzwiebeln;212,5;08.10.2018;Penny;Bund;8;NA;NA;NA;NA
Lauchzwiebeln;201,9;08.10.2018;Penny;Bund;8;NA;NA;NA;NA
Lauchzwiebeln;163;08.10.2018;Netto rot;Bund;NA;Boerdegarten Gemueuese GmbH & Co. KG;4,05E+12;NA;Boerdegarten Gemueuese
Lauchzwiebeln;187,2;08.10.2018;Netto rot;Bund;NA;Boerdegarten Gemueuese GmbH & Co. KG;4,05E+12;NA;Boerdegarten Gemueuese
Lauchzwiebeln;197,3;08.10.2018;Netto rot;Bund;NA;Boerdegarten Gemueuese GmbH & Co. KG;4,05E+12;NA;Boerdegarten Gemueuese
Lauchzwiebeln;155,9;08.10.2018;Netto rot;Bund;NA;Boerdegarten Gemueuese GmbH & Co. KG;4,05E+12;NA;Boerdegarten Gemueuese
Lauchzwiebeln;189,6;08.10.2018;Netto rot;Bund;NA;Boerdegarten Gemueuese GmbH & Co. KG;4,05E+12;NA;Boerdegarten Gemueuese
Lauchzwiebeln;261,1;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;184,6;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;203,4;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;223,5;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;215,8;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;136,9;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;146,9;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;139,7;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;164,2;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;156,6;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;179,3;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;165,7;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;163;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;180,2;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Lauchzwiebeln;169,9;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Bundmoehren;1110,1;08.10.2018;Netto rot;Bund;6;NA;NA;4,25E+12;NA
Bundmoehren;1088,9;08.10.2018;Netto rot;Bund;6;NA;NA;4,25E+12;NA
Bundmoehren;943,4;08.10.2018;Netto rot;Bund;6;NA;NA;4,25E+12;NA
Bundmoehren;922,3;08.10.2018;Netto rot;Bund;6;NA;NA;4,25E+12;NA
Bundmoehren;935,7;08.10.2018;Netto rot;Bund;6;NA;NA;4,25E+12;NA
Bundmoehren;794,5;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Bundmoehren;790,6;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Bundmoehren;704;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Bundmoehren;669,8;08.10.2018;Netto schwarz;Bund;NA;NA;NA;NA;NA
Bundmoehren;881,4;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Bundmoehren;924,5;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Bundmoehren;897,9;08.10.2018;Edeka;Bund;NA;NA;NA;NA;NA
Bundmoehren;858;10.10.2018;ALDI;Bund;NA;NA;NA;NA;NA
Bundmoehren;1013,2;10.10.2018;ALDI;Bund;NA;NA;NA;NA;NA
Bundmoehren;841,3;10.10.2018;ALDI;Bund;NA;NA;NA;NA;NA
Bundmoehren;893;10.10.2018;ALDI;Bund;NA;NA;NA;NA;NA
Bundmoehren;752,2;10.10.2018;ALDI;Bund;NA;NA;NA;NA;NA
Bundmoehren;856,1;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Bundmoehren;754,4;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Bundmoehren;700;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Bundmoehren;721,6;10.10.2018;REWE;Bund;NA;NA;NA;NA;NA
Mairueben;1292,6;08.10.2018;Netto schwarz;3er Bund;NA;NA;NA;NA;NA
Mairueben;956,4;08.10.2018;Netto schwarz;3er Bund;NA;NA;NA;NA;NA
Mairueben;1223,6;08.10.2018;Netto schwarz;3er Bund;NA;NA;NA;NA;NA
Mairueben;875,5;08.10.2018;Netto schwarz;3er Bund;NA;NA;NA;NA;NA
Mairueben;985,9;08.10.2018;Netto schwarz;3er Bund;NA;NA;NA;NA;NA
Mairueben;914,1;10.10.2018;REWE;3er Bund;NA;NA;NA;NA;NA
Mairueben;1344,3;10.10.2018;REWE;3er Bund;NA;NA;NA;NA;NA
Mairueben;968,7;10.10.2018;REWE;3er Bund;NA;NA;NA;NA;NA
Mairueben;863;10.10.2018;REWE;3er Bund;NA;NA;NA;NA;NA
Mairueben;1360,6;10.10.2018;REWE;3er Bund;NA;NA;NA;NA;NA
Mairueben;922,9;16.10.2018;Kaufland;4er Bund;NA;NA;NA;NA;NA
Mairueben;1231,2;16.10.2018;Kaufland;3er Bund;NA;NA;NA;NA;NA
Mairueben;1333,8;16.10.2018;Kaufland;3er Bund;NA;NA;NA;NA;NA
Mairueben;1018,1;16.10.2018;Kaufland;4er Bund;NA;NA;NA;NA;NA
Mairueben;1210,8;16.10.2018;Kaufland;4er Bund;NA;NA;NA;NA;NA
Rettich;1129,8;16.10.2018;Kaufland;Stueck;10;Bernd Uhrbach, Winsen-Luhe;4,05E+12;4,01E+12;BEHR AG 
Rettich;1392,6;16.10.2018;Kaufland;Stueck;10;Bernd Uhrbach, Winsen-Luhe;4,05E+12;4,01E+12;BEHR AG 
Rettich;455,6;16.10.2018;Kaufland;Stueck;10;Bernd Uhrbach, Winsen-Luhe;4,05E+12;4,01E+12;BEHR AG 
Rettich;1258,9;16.10.2018;Kaufland;Stueck;10;Bernd Uhrbach, Winsen-Luhe;4,05E+12;4,01E+12;BEHR AG 
Rettich;615,8;16.10.2018;Kaufland;Stueck;10;Bernd Uhrbach, Winsen-Luhe;4,05E+12;4,01E+12;BEHR AG 
Lollo Bionda;424,7;16.10.2018;Kaufland;Stueck;9;Reuss;NA;NA;vitfrisch
Lollo Bionda;533,4;16.10.2018;Kaufland;Stueck;9;Reuss;NA;NA;vitfrisch
Lollo Bionda;564,4;16.10.2018;Kaufland;Stueck;9;Reuss;NA;NA;vitfrisch
Eichblattsalat;267,2;16.10.2018;Kaufland;Stueck;9;Reuss;NA;NA;vitfrisch
Eichblattsalat;320,9;16.10.2018;Kaufland;Stueck;9;Reuss;NA;NA;vitfrisch
Rettich;618,6;18.10.2018;Lidl;Stueck;NA;NA;NA;NA;NA
Rettich;854,3;18.10.2018;Lidl;Stueck;NA;NA;NA;NA;NA
Rettich;612,7;18.10.2018;Lidl;Stueck;NA;NA;NA;NA;NA
Rettich;489,9;18.10.2018;Lidl;Stueck;NA;NA;NA;NA;NA
Rettich;561;18.10.2018;Lidl;Stueck;NA;NA;NA;NA;NA
